First	Last	Address	City	State	Zip	Phone
Jack	Loeber	2330 Old Middlefield Way	Los Gatos	CA	94043-2452	(408) 555-0245
Kay	Hwang	2284 Old Middlefield Way	San Jose	CA	94043-2423	(408) 555-0600
Bucky	Demers	2500 Old Middlefield Way	Gilroy	CA	94043-2346	(913) 555-3000
Jim	Vamos	832 Independence Ave	San Jose	CA	94043-2333	(650) 555-1500
Herbert	Gleeman	2490 Old Middlefield Way	Morgan Hill	CA	94043-2317	(617) 555-8501
Douglas	Ross	2480 Old Middlefield Way	Morgan Hill	CA	94043-2317	(212) 555-3548
Doug	Pistole	2596 Middlefield Road	San Jose	CA	94043-2732	(408) 555-2882
Cynthia	Compton	2554 Middlefield Road	Los Gatos	CA	94043-2732	(408) 555-3856
Timothy	Nelson	2444 Old Middlefield Way	Gilroy	CA	94043-2300	(408) 555-7900
Fred	Delaney	2464 Old Middlefield Way	Los Gatos	CA	94043-2317	(213) 555-2143
Patricia	Handley	2452 Old Middlefield Way	San Jose	CA	94043-2317	(714) 555-4381
John	Decarli	1319 Whitton Ave	Santa Clara	CA	95116-2356	(650) 555-5012
Lex	Johnson	2532 Middlefield Road	Santa Clara	CA	94043-2751	(650) 555-5681
Roger	Keith	2410 Old Middlefield Way	Los Gatos	CA	94043-2317	(408) 555-5946
Michael	Eddy	517 Porpoise Bay Ter	Santa Clara	CA	94089-1755	(510) 555-2077
Terry	Bowlsby	517 Porpoise Bay Ter	Los Gatos	CA	94089-1755	(408) 555-8000
Ms. P.	Detrick	517 Porpoise Bay Ter	Campbell	CA	94089-1755	(408) 555-1560
Rick	Lucas	517 Porpoise Bay Ter	Santa Clara	CA	94089-1755	(408) 555-1123
Robert	Ciccone	521 Porpoise Bay Ter	Santa Clara	CA	94089-1755	(916) 555-7404
Gordon	Hall	521 Porpoise Bay Ter	San Jose	CA	94089-1755	(408) 555-0666
Jim	Frankland	521 Porpoise Bay Ter	Morgan Hill	CA	94089-1755	(415) 555-2444
Ron	Horng	521 Porpoise Bay Ter	Mountain View	CA	94089-1755	(415) 555-9099
James	Roe	530 Porpoise Bay Ter	San Jose	CA	94089-1755	(408) 555-0500
Shun Jen	Arkfeld	530 Porpoise Bay Ter	Gilroy	CA	94089-1755	(408) 555-1220
Ed	Reed	526 Porpoise Bay Ter	San Jose	CA	94089-1755	(408) 555-1106
Pete	Wegener	522 Porpoise Bay Ter	Cupertino	CA	94089-1755	(408) 555-5111
Donald	Cay	522 Porpoise Bay Ter	Morgan Hill	CA	94089-1755	(415) 555-1072
Abe	Tsay	514 Porpoise Bay Ter	San Jose	CA	94089-1755	(408) 555-5200
Daniel	Gates	514 Porpoise Bay Ter	Milpitas	CA	94089-1755	(510) 555-1000
Joseph	Gaines	514 Porpoise Bay Ter	Santa Clara	CA	94089-1755	(408) 555-0955
Jeff	Sanson	514 Porpoise Bay Ter	Santa Clara	CA	94089-1755	(415) 555-7175
Sheri	Lamprinos	514 Porpoise Bay Ter	San Jose	CA	94089-1755	(510) 555-5200
Frank	Price	514 Porpoise Bay Ter	San Jose	CA	94089-1755	(408) 555-0884
Peter	Grotte	514 Porpoise Bay Ter	Sunnyvale	CA	94089-1755	(650) 555-9020
Peter J.	Huang	510 Porpoise Bay Ter	Santa Clara	CA	94089-1755	(408) 555-6775
Jerry	Ellis	510 Porpoise Bay Ter	Los Gatos	CA	94089-1755	(408) 555-8156
Tenny	Wall	510 Porpoise Bay Ter	Gilroy	CA	94089-1755	(408) 555-3671
Jeff	Kim	510 Porpoise Bay Ter	Morgan Hill	CA	94089-1755	(408) 555-2252
Herman	Hauser	510 Porpoise Bay Ter	Santa Clara	CA	94089-1755	(408) 555-6500
Steve	Donner	510 Porpoise Bay Ter	San Jose	CA	94089-1755	(408) 555-1500
Mr. E. Dean	Dosch	505 Porpoise Bay Ter	San Jose	CA	94089-1755	(408) 555-9207
Ludwig	Carter	509 Porpoise Bay Ter	Gilroy	CA	94089-1755	(408) 555-9595
Nina	Braeutigan	509 Porpoise Bay Ter	Sunnyvale	CA	94089-1755	(408) 555-9009
Ted	Zepeda	509 Porpoise Bay Ter	Gilroy	CA	94089-1755	(800) 555-7650
Thomas	Ver	509 Porpoise Bay Ter	Los Gatos	CA	94089-1755	(408) 555-8724
Roger	Seifert	513 Porpoise Bay Ter	Mountain View	CA	94089-1755	(408) 555-2186
Charles S.	Nespole	513 Porpoise Bay Ter	San Jose	CA	94089-1755	(415) 555-8722
Loraine	Pennelton	513 Porpoise Bay Ter	Morgan Hill	CA	94089-1755	(515) 555-7935 Ext. 7935
Donald	Salfen	513 Porpoise Bay Ter	San Jose	CA	94089-1755	(408) 555-1710
Matt	Sullivan	513 Porpoise Bay Ter	San Jose	CA	94089-1755	(415) 555-7356
Rose	Buchanan	1391 Geneva Drive	Gilroy	CA	94089-1121	(408) 555-1190
Fred	Mraovich	1220 Fairoaks Ave	Santa Clara	CA	94089-1703	(650) 555-8910
Roderick Y.	Barnet	531 Weddell Drive	San Jose	CA	94089-2114	(408) 555-0800
Chuck	Pettingil	1000 Rosa Ave	Los Gatos	CA	94086	(408) 555-0750
Henry	Baker	502 Ross Drive	Gilroy	CA	94089-1442	(408) 555-5016
Bill	Clements	5400 Bayfront Plaza	Los Gatos	CA	95054-3600	(408) 555-9100
James	Gritzer	941 Laurelwood Road	Morgan Hill	CA	95054-2717	(408) 555-5282
Tom	Stevenson	901 Laurelwood Road	Sunnyvale	CA	95054-2717	(408) 555-9200
Roger	Oium	3290 Bassett Street	Gilroy	CA	95054-2702	(415) 555-5151
James	Rutherford	3300 Bassett Street	Morgan Hill	CA	95054-2702	(860) 555-9000
Margaret	Drexler	3340 Bassett Street	Santa Clara	CA	95054-2702	(415) 555-5900
Bob	Dechellis	971 George Street	San Jose	CA	95054-2706	(408) 555-1734
Geno	Bauldridge	951 George Street	San Jose	CA	95054-2706	(415) 555-8646
Cindy	Hanway	911 George Street	Redwood City	CA	95054-2706	(408) 555-7400
Rob	Rose	3200 Bassett Street	Mountain View	CA	95054-2701	(408) 555-4365
Manuel	Morais	910 George Street	Morgan Hill	CA	95054-2705	(408) 555-5319
John	Howard	920 George Street	Gilroy	CA	95054-2705	(510) 555-8558
John	Owen	940 George Street	San Jose	CA	95054-2705	(408) 555-9500
John	Domenico	950 George Street	San Jose	CA	95054-2705	(408) 555-0925
Mary	Nelson	970 George Street	Santa Clara	CA	95054-2705	(415) 555-9300
Bob	Turnbow	980 George Street	Sunnyvale	CA	95054-2705	(408) 555-0568
Teri	Kettengell	3400 Bassett Street	Cupertino	CA	95054-2703	(408) 555-3263
Kerry	Hollyoak	5302 Betsy Ross Drive	San Jose	CA	95054-1101	(650) 555-7400
Joseph	Porth	5400 Betsy Ross Drive	Morgan Hill	CA	95054	(617) 555-9000
John	Adic	5301 Patrick Henry Drive	Sunnyvale	CA	95054-1114	(415) 555-0155
Carl	Crawford	5200 Patrick Henry Drive	San Jose	CA	95054-1113	(408) 555-8000
Patricia M.	Stdenis	5451 Patrick Henry Drive	Mountain View	CA	95054-1167	(408) 555-0123
Rocky	Corse	5201 Patrick Henry Drive	Los Gatos	CA	95054-1164	(408) 555-6286
David	Stitt	5452 Betsy Ross Drive	San Jose	CA	95054-1101	(408) 555-8276
Jim	Fain	2901 Tasman Drive	San Jose	CA	95054-1136	(650) 555-3333
Albert	Sidney	5303 Betsy Ross Drive	San Jose	CA	95054-1102	(510) 555-8888
Frank	JR	2953 Bunker Hill Lane	San Jose	CA	95054-1131	(408) 555-1651
Jack	Rawls	5403 Betsy Ross Drive	San Jose	CA	95054-1162	(408) 555-7617
Paul	Martino	2903 Bunker Hill Lane	Mountain View	CA	95054-1141	(415) 555-1186
Ken	Maisner	5150 Great America Pky	Cupertino	CA	95054-1107	(415) 555-7900
Lisa	Cunningham	2191 Laurelwood Road	San Jose	CA	95054-1514	(408) 555-2582
Monty	Shank	3945 Freedom Circle	San Jose	CA	95054-1223	(408) 555-0212
Joseph R. Mallo	Lesher	3935 Freedom Circle	San Jose	CA	95054-1203	(415) 555-9100
David	Robertson	3900 Freedom Circle	Gilroy	CA	95054-1204	(408) 555-2000
Pat	Goodspeed	2201 Laurelwood Road	San Jose	CA	95054-1516	(213) 555-9511 Ext. 5183
Sheri	Jack	2200 Laurelwood Road	Santa Clara	CA	95054-1515	(415) 555-5000
John	Chang	3901 Burton Drive	San Jose	CA	95054-1583	(408) 555-9300
Jack	Olivier	1705 Wyatt Drive	Santa Clara	CA	95054-1524	(408) 555-2721
B.	Matrin	1605 Wyatt Drive	San Jose	CA	95054-1587	(818) 555-8080
Ray	Pelley	1505 Wyatt Drive	Morgan Hill	CA	95054-1586	(415) 555-8235
Micheal	Ausfahl	2041 Mission College Blvd	San Jose	CA	95054-1518	(510) 555-8100
A	Metz	1285 Forgewood Ave	Los Gatos	CA	94089-2216	(408) 555-0200
Maggie	Niemuller	1205 Wildwood Ave	Sunnyvale	CA	94089-2701	(408) 555-4266
Steve	Davidson	1217 Wildwood Ave	Los Gatos	CA	94089-2701	(408) 555-6852
Douglas	Kenner	4300 Great America Pky	Santa Clara	CA	95054-1231	(408) 555-9400
Bruce	Laverne	3500 Bassett Street	Sunnyvale	CA	95054-2704	(408) 555-3001
G	Morjig	3540 Bassett Street	San Jose	CA	95054-2704	(408) 555-4206
Jim	Jones	3301 Leonard Court	Santa Clara	CA	95054-2054	(415) 555-6964
Christine	Borghero	3401 Leonard Court	Sunnyvale	CA	95054-2053	(408) 555-3240
Fred	Callum	1309 Laurelwood Road	Morgan Hill	CA	95054-2759	(217) 555-0370
Tom	Elliott	1001 Laurelwood Road	Sunnyvale	CA	95054-2717	(408) 555-8384
Bill	Barber	1245 Laurelwood Road	San Jose	CA	95054-2717	(408) 555-7940
Don	Silva	1301 Laurelwood Road	Gilroy	CA	95054-2743	(408) 555-0888
Ron	Sessions	1555 Russell Ave	San Jose	CA	95054-2030	(408) 555-1884
Michael	Slipslager	2121 Laurelwood Road	San Jose	CA	95054-2754	(408) 555-9911
Haroon	Clifton	3500 Thomas Road	Gilroy	CA	95054-2049	(408) 555-9711
Mark	Waller	3550 Thomas Road	Los Gatos	CA	95054-2036	(408) 555-4848
Darrell	Keady	3660 Thomas Road	Santa Clara	CA	95054-2058	(408) 555-8030
Sheri	Biechler	1775 Russell Ave	Milpitas	CA	95054-2032	(408) 555-9311
Chris	Tembrell	2181 Laurelwood Road	San Jose	CA	95054-2754	(408) 555-7595
Gene	Doyle	2151 Laurelwood Road	San Jose	CA	95054-2754	(650) 555-3600
Alan	Lamphere	4000 Burton Drive	Morgan Hill	CA	95054-1509	(213) 555-3646
Fran	Haney	2151 Mission College Blvd	Morgan Hill	CA	95054-1578	(212) 555-5500
Shirley	Sippel	4251 Burton Drive	San Jose	CA	95054-1512	(510) 555-1400
Jeffrey	Culler	4250 Burton Drive	Gilroy	CA	95054-1511	(408) 555-7467
Jane	Dickinson	4201 Burton Drive	San Jose	CA	95054-1512	(415) 555-6525
James	Bingaman	4101 Burton Drive	San Jose	CA	95054-1510	(408) 555-1441
Craig	Hilger	4051 Burton Drive	Milpitas	CA	95054-1585	(408) 555-2600
I Don'T Know	Sarkissian	2305 Mission College Blvd	Santa Clara	CA	95054-1521	(408) 555-5432
Hiro	Naumann	2945 Tasman Drive	Morgan Hill	CA	95054-1115	(213) 555-4000
Dennis	Baker	3005 Democracy Way	San Jose	CA	95054-1802	(408) 555-5400
Colleen	Bockmier	4633 Old Ironsides Drive	Santa Clara	CA	95054-1807	(408) 555-9160
Dick	Ungermann	3055 Patrick Henry Drive	Santa Clara	CA	95054-1815	(415) 555-4200
Michael	Eastman	4995 Patrick Henry Drive	San Jose	CA	95054-1823	(408) 555-3324
James	Lee	3105 Patrick Henry Drive	Santa Clara	CA	95054-1815	(408) 555-1010
Greg	Almond	3110 Patrick Henry Drive	San Jose	CA	95054-1850	(415) 555-1801
Mr.	Brosnan	3200 Patrick Henry Drive	Cupertino	CA	95054-1816	(408) 555-9141
Jeffrey	Dods	4590 Patrick Henry Drive	Sunnyvale	CA	95054-1817	(508) 555-2889
Thomas	Fiebiger	4600 Patrick Henry Drive	San Jose	CA	95054-1817	(510) 555-1000
Tim	Hajjar	4800 Patrick Henry Drive	Morgan Hill	CA	95054-1820	(408) 555-9197
Ken	Sutton	4900 Patrick Henry Drive	Santa Clara	CA	95054-1822	(408) 555-2000
Pat	Burke	4950 Patrick Henry Drive	Milpitas	CA	95054-1822	(415) 555-8333
Ernie	Dean	4800 Great America Pky	San Jose	CA	95054-1221	(408) 555-3423
Richard	Wallace	3400 De La Cruz Blvd	Cupertino	CA	95054-2609	(408) 555-7653
Jim	Braniff	3400 De La Cruz Blvd	Mountain View	CA	95054-2609	(415) 555-2551
Wayne	Cormick	3400 De La Cruz Blvd	San Jose	CA	95054-2609	(415) 555-0811
Carl	Barrett	3400 De La Cruz Blvd	Sunnyvale	CA	95054-2609	(408) 555-8000
Mr. Keith	Dollensd	3400 De La Cruz Blvd	San Jose	CA	95054-2609	(408) 555-5310
Roy	Holbrook	3400 De La Cruz Blvd	Morgan Hill	CA	95054-2609	(415) 555-1306
Bruce	Shaw	3400 De La Cruz Blvd	San Jose	CA	95054-2609	(408) 555-9080
Salera/R.	Millnick	3400 De La Cruz Blvd	Los Gatos	CA	95054-2609	(408) 555-0700
Willian	Sanchez	3400 De La Cruz Blvd	San Jose	CA	95054-2609	(408) 555-6010
Ken	Smith	3400 De La Cruz Blvd	San Jose	CA	95054-2609	(408) 555-2000
Phil	Miles	3400 De La Cruz Blvd	Mountain View	CA	95054-2609	(408) 555-8658
Forrest	Henderson	3400 De La Cruz Blvd	San Jose	CA	95054-2609	(408) 555-5335
Song	Novesky	3400 De La Cruz Blvd	Campbell	CA	95054-2609	(408) 555-8604
H Ronald	Mhatre	3400 De La Cruz Blvd	Santa Clara	CA	95054-2609	(408) 555-5774
James	Morrison	3400 De La Cruz Blvd	San Jose	CA	95054-2609	(650) 555-6561
Corbett	Groves	3400 De La Cruz Blvd	San Jose	CA	95054-2609	(408) 555-3700
Charles F.	Nauman	3400 De La Cruz Blvd	San Jose	CA	95054-2609	(408) 555-6314
Claudette	Gauthier	3400 De La Cruz Blvd	Morgan Hill	CA	95054-2609	(408) 555-1426
Ken	Palmisano	3400 De La Cruz Blvd	Gilroy	CA	95054-2609	(510) 555-2300
James	Contois	3400 De La Cruz Blvd	Santa Clara	CA	95054-2609	(415) 555-1100
Michael	Perigard	2701 Orchard Pky	Mountain View	CA	95134-2008	(408) 555-3900
Jerry	Coldiron	2731 First Street	Los Gatos	CA	95134-2029	(415) 555-5200
Jerry	Michehl	2708 Orchard Pky	San Jose	CA	95134-2012	(408) 555-8200
Sam	Sawyer	2610 Orchard Pky	San Jose	CA	95134-2020	(415) 555-4433
Dee	Foley	2609 First Street	San Jose	CA	95134-2007	(408) 555-0113
Joann	Nizamain	3070 Orchard Drive	San Jose	CA	95134-2011	(408) 555-8668
Greg	Hamilton	2902 Orchard Pky	San Jose	CA	95134-2009	(408) 555-9822
Victor	Zoliniak	50 Plumeria Drive	Gilroy	CA	95134-2134	(408) 555-1555
Luetta	Owashi	3096 Orchard Drive	Morgan Hill	CA	95134-2011	(949) 555-0500
Rick	Loera	10 Tasman Drive	Sunnyvale	CA	95134	(415) 555-7911 Ext. 200
Jerry	Pacos	145 Rio Robles Drive	San Jose	CA	95134-1807	(408) 555-9117
De Anne	Askanas	3553 First Street	Santa Clara	CA	95134-1803	(415) 555-1234
William	Bangham	110 Tasman Drive	Morgan Hill	CA	95134-1700	(201) 555-0900
David	Fazio	130 Tasman Drive	Santa Clara	CA	95134-1619	(209) 555-8615
Bruce	Jarvis	150 Tasman Drive	Morgan Hill	CA	95134-1619	(415) 555-0967
Lewis	Tse	170 Tasman Drive	Santa Clara	CA	95134-1619	(408) 555-6033
Jim	Fanfillippo	190 Tasman Drive	San Jose	CA	95134-1619	(408) 555-9222
Terence	Bonke	210 Tasman Drive	Sunnyvale	CA	95134	(415) 555-8888
Dominic	Donati	230 Tasman Drive	San Jose	CA	95134	(408) 555-2777
Darrell	Mitchell	250 Tasman Drive	Santa Clara	CA	95134	(408) 555-1145
Bonnie	Healey	85 Tasman Drive	Los Gatos	CA	95134-1703	(415) 555-9494
Harris	Hendig	3725 First Street	San Jose	CA	95134-1708	(415) 555-4445
Peggy	Weitz	195 Champion Court	San Jose	CA	95134-1709	(408) 555-1323
Tom	Whitmer	4041 First Street	San Jose	CA	95134-1503	(408) 555-4881
Donna	Rutland	99 Mirabelli Circle	Gilroy	CA	95134-1520	(408) 555-8600
John	Repass	81 Vista Montana	Morgan Hill	CA	95134-1510	(714) 555-3352
Tim	Pearlstein	71 Vista Montana	San Jose	CA	95134-1510	(408) 555-9920
Lucien	Wityshyn	55 Vista Montana	Sunnyvale	CA	95134-1508	(408) 555-1445
Larry	Emery	1312 Whitton Ave	San Jose	CA	95116-2355	(714) 555-4000
Judy	Meresman	5181 Lafayette Street	San Jose	CA	95054-1011	(408) 555-1144
Stephen	Henning	2325 Calle De Luna	Morgan Hill	CA	95054-1004	(408) 555-5834
Anna	Cristiano	2317 Calle De Luna	San Jose	CA	95054-1004	(408) 555-5780
Sauyan	Nakao	2309 Calle De Luna	Milpitas	CA	95054-1004	(408) 555-9595
Jim	Knox	2301 Calle De Luna	Sunnyvale	CA	95054-1004	(415) 555-2205
Earl	Produnier	2322 Calle Del Mundo	Santa Clara	CA	95054-1007	(408) 555-4170
Fredroc	Rodgers	2330 Calle Del Mundo	Santa Clara	CA	95054-1007	(408) 555-0888
David	Morgan	2338 Calle Del Mundo	San Jose	CA	95054-1007	(408) 555-8709
Peter	Hart	2346 Calle Del Mundo	Los Gatos	CA	95054-1007	(408) 555-6775
Susan	Pearce	2354 Calle Del Mundo	San Jose	CA	95054-1007	(408) 555-2411
Peter	Costello	5191 Lafayette Street	Santa Clara	CA	95054-1011	(415) 555-6548
Nam N.	Gorry	3351 Edward Ave	Santa Clara	CA	95054-2310	(408) 555-1111
Doug	Poznanski	3307 Edward Ave	Morgan Hill	CA	95054-2341	(650) 555-5250
Roger	Hatta	3405 Victor Street	Santa Clara	CA	95054-2319	(408) 555-7000
Paul	Rekie	3270 Victor Street	Cupertino	CA	95054-2317	(408) 555-2075
Pat	Deinhammer	3310 Victor Court	San Jose	CA	95054-2316	(408) 555-6543
Roger	Zucker	3320 Victor Court	Milpitas	CA	95054-2316	"(415)5558-6833, x11"
Jerome	Jackson	3330 Victor Court	Morgan Hill	CA	95054-2316	(310) 555-1805
Mr.	Harter	115 28th Street	Campbell	CA	95116-2316	(408) 555-5585
John	Matcuk	3350 Victor Court	Santa Clara	CA	95054-2316	(415) 555-0717
Reg	Fernandez	3300 Victor Court	Mountain View	CA	95054-2316	(408) 555-8400
John	JR	3370 Victor Court	Cupertino	CA	95054-2316	(650) 555-3000
Thedore	Mitchell	3380 Victor Court	Santa Clara	CA	95054-2316	(510) 555-9200
James	Munger	3261 Edward Ave	Morgan Hill	CA	95054-2340	(408) 555-5282
Gail	Wilson	301 Laurelwood Road	San Jose	CA	95054-2312	(650) 555-2700
Eddie	Larsen	309 Laurelwood Road	Santa Clara	CA	95054-2313	(408) 555-3780
Ted	Nelson	3393 De La Cruz Blvd	San Jose	CA	95054-2607	(408) 555-5777
Stan	Rogers	3353 De La Cruz Blvd	San Jose	CA	95054-2607	(408) 555-1802
Jerry	Elliott	3290 Edward Ave	San Jose	CA	95054-2305	(415) 555-5248
Jim	Rowan	3380 Edward Ave	Palo Alto	CA	95054-2309	(408) 555-8414
Julie	Hernandez	3381 Edward Ave	Gilroy	CA	95054-2310	(408) 555-9296
Louisa	Chin	3205 Edward Ave	San Jose	CA	95054-2306	(510) 555-6673
Robert L.	Mccurry	351 Laurelwood Road	San Jose	CA	95054-2315	(203) 555-6500
Janny	Pascarello	313 Laurelwood Road	San Jose	CA	95054-2312	(408) 555-6000
Bill	Allie	720 Laurelwood Road	Los Gatos	CA	95054-2422	(415) 555-8496
Ron	Yin	3100 Molinaro Street	San Jose	CA	95050	(408) 555-3103
Donald	Puppo	526 Laurelwood Road	Santa Clara	CA	95054-2418	(650) 555-2595
Boris	Cobarrubias	558 Laurelwood Road	Gilroy	CA	95054-2418	(415) 555-3142
Corwin	Kazadzis	3185 Molinaro Street	Mountain View	CA	95054-2424	(415) 555-9114
Bill	Fong	3165 Molinaro Street	San Jose	CA	95054-2424	(213) 555-6100
Mike	Versgrove	3150 Molinaro Street	Los Gatos	CA	95054-2425	(408) 555-1010
Mr.	Eppinberger	3170 Molinaro Street	San Jose	CA	95054-2425	(408) 555-9900
Jan	Lundie	3180 Molinaro Street	Morgan Hill	CA	95054-2425	(408) 555-0111
Mike	Maxwell	590 Laurelwood Road	San Jose	CA	95054-2420	(650) 555-2121
Wu-Lieh	Finnley	600 Laurelwood Road	San Jose	CA	95054-2420	(408) 555-6859
Jim	Cole	300 Laurelwood Road	San Jose	CA	95054-2311	(415) 555-7834
John	Grossman	370 Laurelwood Road	Sunnyvale	CA	95054-2314	(408) 555-8670
Paul J	Hall	382 Laurelwood Road	Mountain View	CA	95054-2311	(408) 555-6161
C.K.	Lisner	3199 De La Cruz Blvd	Santa Clara	CA	95054-2405	(408) 555-1160
Janet	Ruffo	3185 De La Cruz Blvd	Santa Clara	CA	95054-2405	(408) 555-7321
Alan	Lund	3175 De La Cruz Blvd	Sunnyvale	CA	95054-2405	(415) 555-6888
Val	Harter	3165 De La Cruz Blvd	Palo Alto	CA	95054-2405	(408) 555-3535
Mike	Finance	3100 Zanker Road	Gilroy	CA	95134-1949	(408) 555-9300
Douglas	Stewart	3300 Zanker Road	Morgan Hill	CA	95134-1940	(215) 555-3000
Jim	Kokemak	355 River Oaks Pky	Morgan Hill	CA	95134-1908	(408) 555-1800
Hasan J.	Holmberg	401 River Oaks Pky	Gilroy	CA	95134-1916	(408) 555-3830
Richard	Egan	251 River Oaks Pky	San Jose	CA	95134-1913	(408) 555-8000
Jim	Roberts	3545 Victor Street	Santa Clara	CA	95054-2321	(408) 555-1501
William	Mccracken	480 Aldo Ave	Santa Clara	CA	95054-2304	555-1212
Richard	Martin	3476 Edward Ave	Morgan Hill	CA	95054-2130	(415) 555-5124
Rosie	Ogden	3495 De La Cruz Blvd	Milpitas	CA	95054-2110	(408) 555-1212
Alan	Smith	3535 De La Cruz Blvd	Santa Clara	CA	95054-2112	(408) 555-0626
Ken	Tovera	411 Nelo Street	Santa Clara	CA	95054-2145	(408) 555-9200
Scott	Sams	425 Aldo Ave	San Jose	CA	95054-2302	(408) 555-3420
Jim	Zullo	415 Aldo Ave	San Jose	CA	95054-2302	(408) 555-5515
Nina	Robertson	3510 Victor Street	Morgan Hill	CA	95054-2320	(415) 555-7598
Phil	Bright	3445 De La Cruz Blvd	Morgan Hill	CA	95054-2110	(415) 555-3072
Ed	Sisca	491 Aldo Ave	Los Gatos	CA	95054-2303	(415) 555-6222
Rob	Cawley	3459 Edward Ave	San Jose	CA	95054-2131	(650) 555-7500
Jerry	Patane	441 Aldo Ave	San Jose	CA	95054-2302	(408) 555-6500
Kimberly	Keefer	437 Aldo Ave	San Jose	CA	95054-2302	(408) 555-5959
Mike	Deen	442 Nelo Street	Morgan Hill	CA	95054-2144	(408) 555-4000
Sally	Johnson	460 Nelo Street	Campbell	CA	95054-2144	(408) 555-5511
Kelly	Garner	3475 Edward Ave	San Jose	CA	95054-2131	(408) 555-1711
A.J.	Shapiro	471 Nelo Street	Santa Clara	CA	95054-2146	(408) 555-0502
Ms. Susan	Hartgraves	451 Nelo Street	San Jose	CA	95054-2145	(408) 555-8550
Ed	Peterson	441 Nelo Street	Cupertino	CA	95054-2145	(408) 555-8865
Ken	Lee	433 Nelo Street	Cupertino	CA	95054-2145	(408) 555-1216
Dick	Bushell	401 Nelo Street	Milpitas	CA	95054-2145	(408) 555-0511
Daniel	Tran	3535 Victor Street	San Jose	CA	95054-2321	(650) 555-5615
Nancy	Nedwed	3515 Victor Street	Mountain View	CA	95054-2321	(408) 555-1195
Linda	Flating	3485 Victor Street	San Jose	CA	95054-2319	(408) 555-8700
Daniel R.	Yung	3475 Victor Street	San Jose	CA	95054-2319	(415) 555-1400
Jack	Spilker	3465 Victor Street	San Jose	CA	95054-2319	(408) 555-4646
David G.	Wang	3425 Victor Street	San Jose	CA	95054-2319	(408) 555-8676
Mervin	Robbins	3415 Victor Street	Santa Clara	CA	95054-2319	(714) 555-4381
Kurt	Shows	404 Aldo Ave	San Jose	CA	95054-2301	(415) 555-1073
Ken	Meadow	408 Aldo Ave	Santa Clara	CA	95054-2301	(415) 555-5700
Ed	Orrange	416 Aldo Ave	San Jose	CA	95054-2301	(650) 555-6040
Tom	Thomas	430 Aldo Ave	Los Gatos	CA	95054-2301	(408) 555-1622
Bob	Neale-May	440 Aldo Ave	San Jose	CA	95054-2301	(209) 555-5981
Ron	Duran	460 Aldo Ave	San Jose	CA	95054-2301	(415) 555-6722
James	Pollock	3439 De La Cruz Blvd	Santa Clara	CA	95054-2611	(415) 555-8670
Terry	Wong	535 River Oaks Pky	San Jose	CA	95134-1917	(408) 555-4422
Tom	Brenner	2585 Junction Ave	Gilroy	CA	95134-1902	(408) 555-5900
Russell J.	Bussey	3050 Zanker Road	Los Altos	CA	95134-2126	(650) 555-9681
Larry	Ferguson	2880 Junction Ave	San Jose	CA	95134-1922	(415) 555-1860
Frank	Briscoe	2840 Junction Ave	Los Altos	CA	95134-1922	(408) 555-4323
Mr.	Meeks	2860 Junction Ave	Mountain View	CA	95134-1922	(408) 555-1885
Clement	Willard	411 Plumeria Drive	Los Gatos	CA	95134-1924	(408) 555-2245
Ms. Morgan	Denton	2870 Zanker Road	San Jose	CA	95134-2114	(408) 555-1544
Ken	Covarubias	2841 Junction Ave	Santa Clara	CA	95134-1921	(408) 555-2004
Tom	Toll	2833 Junction Ave	Mountain View	CA	95134-1920	(408) 555-0773
Jim	Lenahan	2880 Zanker Road	San Jose	CA	95134-2117	(408) 555-1500
Tom	Lynch	2890 Zanker Road	Los Gatos	CA	95134-2118	(408) 555-3380
Raul	Chan	225 Trimble Road	Sunnyvale	CA	95131-1219	(408) 555-0244
Mr.	Popell	455 Trimble Road	Campbell	CA	95131-1230	(408) 555-6600
Toby	Lynch	2950 Zanker Road	San Jose	CA	95134-2113	(714) 555-1335
Julie	Stillinger	2730 Junction Ave	Mountain View	CA	95134-1909	(415) 555-3600
James	Pletschette	2625 Zanker Road	San Jose	CA	95134-2107	(408) 555-9411
Doug	Cooper	2645 Zanker Road	Cupertino	CA	95134-2107	(408) 555-0711
Ken	Jarvis	25 Trimble Road	Los Gatos	CA	95131-1013	(408) 555-3138
Sid	Cisowski	2674 First Street	San Jose	CA	95134-2003	(408) 555-1616
Brenda	Young	27 Bonaventura Drive	Los Gatos	CA	95134-2105	(408) 555-1200 Ext. 310
Donald	Strey	3041 Orchard Pky	Morgan Hill	CA	95134-2017	(317) 555-7893
Pete	Lesniak	3003 Orchard Pky	Redwood City	CA	95134-2017	(415) 555-7220
Claire	Emmons	2801 Orchard Pky	Santa Clara	CA	95134-2013	(408) 555-3700
Dick	Miles	3001 Orchard Pky	Sunnyvale	CA	95134-2017	(510) 555-1000
Abbas	?	3310 Woodward Ave	Gilroy	CA	95054-2627	(408) 555-2115
Dan	Robiedo	3300 Keller Street	San Jose	CA	95054-2612	(408) 555-8194
John	Slendouse	3250 Keller Street	Sunnyvale	CA	95054-2613	(415) 555-1122
Jim	Slater	3270 Keller Street	Morgan Hill	CA	95054-2615	(916) 555-9021
Ted	Ferreira	3370 Keller Street	San Jose	CA	95054-2612	(415) 555-4121
Jere	Phelps	3380 Keller Street	Los Gatos	CA	95054-2612	(408) 555-3832
