First	Last	Address	City	State	Zip	Phone	Gender
Rita	Ericson	1065 Fifth Street	Santa Clara	CA	95112-3927	(415) 555-5333	F
Rick	Moltzen	3384 Fowler Road	Santa Clara	CA	95135-1901	(408) 555-3425	M
C.	Masada	3384 Fowler Road	Morgan Hill	CA	95135-1901	(212) 555-2323	M
Georga	Hummer	3390 Fowler Road	Mountain View	CA	95135-1901	(650) 555-6200	M
Stephanie	Wallenberg	3352 Fowler Road	Gilroy	CA	95135-1901	(650) 555-2272	F
Duane A.	Mighdoll	3288 White Road	Sunnyvale	CA	95148-4050	(408) 555-7242	M
Mike	Brenner	3272 Aborn Road	Mountain View	CA	95135	(510) 555-0772	M
Leo	Hogan	3270 Aborn Road	Santa Clara	CA	95135	(408) 555-4358	M
Edward	Macintire	3240 Aborn Road	San Jose	CA	95135	(408) 555-5000	M
Ernie	Kaplan	3230 Aborn Road	Campbell	CA	95135	(408) 555-3641	M
John	Morris	3212 White Road	Gilroy	CA	95148-4050	(415) 555-0900	M
Ted	Morris	3202 Aborn Road	San Jose	CA	95135	(408) 555-5785	M
Marshall	Small	3160 Story Road	San Jose	CA	95127-3815	(415) 555-3771	M
Patricia Collin	Cohen	3152 Story Road	Los Gatos	CA	95127-3815	(408) 555-9400	F
Jo Ann Markhan	Blum	3144 Story Road	San Jose	CA	95127-3815	(408) 555-1800	F
Donald	Bright	3140 Story Road	Los Gatos	CA	95127-3815	(408) 555-0411	M
Dan	Chambers	3136 Story Road	Sunnyvale	CA	95127-3815	(408) 555-9746	M
Peter	Crandall	3132 Story Road	Morgan Hill	CA	95127-3815	(415) 555-2781	M
Doyle	Geno	3126 Story Road	Santa Clara	CA	95127-3815	(408) 555-7575	M
James	Barone	3118 Story Road	Santa Clara	CA	95127-3815	(214) 555-2700	M
Hal	Regan	3114 Story Road	San Jose	CA	95127-3815	(650) 555-9701	M
Robert	Stathum	3110 Story Road	Sunnyvale	CA	95127-3815	(408) 555-1600	M
Margaret	Petersen	3102 Story Road	Gilroy	CA	95127-3815	(408) 555-1775	F
Terry	Feltman	12 White Road	Mountain View	CA	95127-1932	(408) 555-3826	M
Tony	Richardson	3851 Mckee Road	Los Gatos	CA	95127-2262	(408) 555-9800	M
Charles	Brooks	1239 Piedmont Road	San Jose	CA	95132-2830	(415) 555-1815	M
Chuck	Brown	6450 Guadalupe Mines Road	Los Gatos	CA	95120-5003	(408) 555-3382	M
Joe	Cummins	6450 Guadalupe Mines Road	San Jose	CA	95120-5003	(408) 555-3592	M
Manny	Maines	6411 Guadalupe Mines Road	Santa Clara	CA	95120-5000	(408) 555-8000	M
Doug	Palefsky	245 Keyes Street	San Jose	CA	95112-3906	(408) 555-0711	M
Phil	Thurner	5454 Dellwood Way	Santa Clara	CA	95118-2909	(408) 555-1501	M
Ken	Davies	16500 Los Gatos Blvd	Santa Clara	CA	95032-5525	(408) 555-9999	M
Joseph	Cal	1085 Sixth Street	Santa Clara	CA	95112-3922	(408) 555-7272	M
Mike	Watson	435 Alberto Way	San Jose	CA	95032-5425	(408) 555-4488	M
Larry	Sachs	435 Alberto Way	Mountain View	CA	95032-5422	(408) 555-6600	M
Helen	Buckley	984 Sixth Street	Santa Clara	CA	95112-3933	(408) 555-1111	F
Joyce Del	Hench	435 Alberto Way	San Jose	CA	95032-5422	(408) 555-3152	M
David	Loughlin	435 Alberto Way	Morgan Hill	CA	95032-5422	(972) 555-6744	M
Philip	Hillhouse	435 Alberto Way	Santa Clara	CA	95032-5425	(408) 555-8722 X228	M
John	Shibata	435 Alberto Way	Morgan Hill	CA	95032-5425	(415) 555-3280	M
Todd	Macdonald	435 Alberto Way	San Jose	CA	95032-5424	(415) 555-0121	M
Robert	Rodrigues	435 Alberto Way	Santa Clara	CA	95032-5422	(916) 555-1595	M
John	Bement	435 Alberto Way	Los Gatos	CA	95032-5424	743-60555Ext. 6022	M
Michel	Towson	435 Alberto Way	Santa Clara	CA	95032-5424	(415) 555-2323	M
Chris	Roberts	435 Alberto Way	San Jose	CA	95032-5424	(408) 555-8521	F
Ray	Tanaka	435 Alberto Way	Sunnyvale	CA	95032-5424	(408) 555-9700	M
Bob	Shibata	435 Alberto Way	Campbell	CA	95032-5423	(408) 555-8899	M
Barbara	Fertitta	435 Alberto Way	Cupertino	CA	95032-5422	(408) 555-1666	F
Jim	Wells	435 Alberto Way	Los Gatos	CA	95032-5423	(408) 555-7840	M
Janet E.	Kent	435 Alberto Way	Mountain View	CA	95032-5422	(415) 555-5823	F
Gary	Popek	435 Alberto Way	San Jose	CA	95032-5423	(415) 555-0199	M
William	Melling	435 Alberto Way	Los Gatos	CA	95032-5423	(408) 555-9100	M
Anne	Mccreery	420 Alberto Way	Morgan Hill	CA	95032-5413	(650) 555-9628	F
Bob	Claggett	420 Alberto Way	Milpitas	CA	95032-5413	(408) 555-1212	M
Robbi	Provencher	420 Alberto Way	Mountain View	CA	95032-5413	(650) 555-6500	M
Pauline	Schwandt	420 Alberto Way	Gilroy	CA	95032-5408	(650) 555-7500	F
Jim	Mcenery	990 Sixth Street	San Jose	CA	95112-3933	(408) 555-2800	M
Thomas	Leary	420 Alberto Way	Gilroy	CA	95032-5413	(650) 555-8250	M
Rich	Mitchell	420 Alberto Way	Los Gatos	CA	95032-5408	(408) 555-2400	M
Steve	Hamaoka	420 Alberto Way	Los Gatos	CA	95032-5413	(408) 555-3700	M
Al	Schriver	420 Alberto Way	San Jose	CA	95032-5408	(408) 555-8040	M
Betty	Scruggs	420 Alberto Way	San Jose	CA	95032-5408	(408) 555-6469	F
Rick	Halgrove	420 Alberto Way	Mountain View	CA	95032-5417	(650) 555-0107	M
Goerge	Tec Support	420 Alberto Way	Santa Clara	CA	95032-5417	(408) 555-8844	M
George	Tamura	420 Alberto Way	Santa Clara	CA	95032-5417	(408) 555-6270	M
Dennis	Hughes	420 Alberto Way	San Jose	CA	95032-5408	(408) 555-7800	M
Paul	Quan	420 Alberto Way	Sunnyvale	CA	95032-5417	(708) 555-2600	M
William	Campbell	1044 Fifth Street	Santa Clara	CA	95112-3926	(708) 555-5257	M
Geno	Telischak	420 Alberto Way	Santa Clara	CA	95032-5419	(408) 555-6066	M
Ms. Judy	Hodenfield	420 Alberto Way	San Jose	CA	95032-5408	(408) 555-2763	F
Steve	Paul	420 Alberto Way	Santa Clara	CA	95032-5408	(408) 555-0520	M
Zan	Moore	420 Alberto Way	San Jose	CA	95032-5419	(408) 555-0880	M
Gerry	Spiwak	420 Alberto Way	San Jose	CA	95032-5419	(415) 555-1007	M
John	Christensen	420 Alberto Way	San Jose	CA	95032-5412	(702) 555-7754	M
Joe Gaynor/Bob	Osborne	420 Alberto Way	Campbell	CA	95032-5409	(408) 555-9515	M
Peter	Hyde	420 Alberto Way	Santa Clara	CA	95032-5409	(408) 555-2460	M
Bari	Hill	420 Alberto Way	Santa Clara	CA	95032-5409	(619) 555-7595	M
Colin	Schooks	420 Alberto Way	San Jose	CA	95032-5408	(408) 555-3600	M
Michael	Piccone	420 Alberto Way	Santa Clara	CA	95032-5408	(415) 555-7767	M
Mary	Dellion	420 Alberto Way	San Jose	CA	95032-5413	(408) 555-1414	F
Bruce	Batton	420 Alberto Way	Los Gatos	CA	95032-5413	(408) 555-3300	M
Mike	Ridley	420 Alberto Way	Los Gatos	CA	95032-5408	(408) 555-9165	M
Chuck	Crosby	420 Alberto Way	Santa Clara	CA	95032-5413	(408) 555-3382	M
Oscar	Walker	420 Alberto Way	Santa Clara	CA	95032-5408	(408) 555-3900	M
Jim	Uhrich	420 Alberto Way	Santa Clara	CA	95032-5413	(408) 555-5350	M
Mary Ellen	Vittner	420 Alberto Way	Mountain View	CA	95032-5408	(415) 555-5000	F
Duc	Gilblom	420 Alberto Way	San Jose	CA	95032-5413	(415) 555-9900	M
Joseph	Wai	420 Alberto Way	San Jose	CA	95032-5417	(408) 555-9515	M
Frederic	Pellone	420 Alberto Way	San Jose	CA	95032-5417	(408) 555-2844	M
Hank	Hahn	420 Alberto Way	San Jose	CA	95032-5417	(408) 555-9600	M
Buz	Mcgowin	420 Alberto Way	Milpitas	CA	95032-5417	(408) 555-6100	M
Tony	?	420 Alberto Way	Cupertino	CA	95032-5417	(408) 555-8559	M
George	Lee	420 Alberto Way	Mountain View	CA	95032-5417	(408) 555-8800	M
Henry	Deboni	420 Alberto Way	Los Gatos	CA	95032-5408	(408) 555-0100 Ext. 300	M
Larry	?	420 Alberto Way	San Jose	CA	95032-5408	(408) 555-8460	M
Larry	Gunterman	420 Alberto Way	Sunnyvale	CA	95032-5408	(408) 555-9770	M
Eric	Marchi	420 Alberto Way	San Jose	CA	95032-5419	(408) 555-5400	M
Jesse Chen/P.	Williams	420 Alberto Way	Santa Clara	CA	95032-5419	(408) 555-6237	F
Roger	Sho	420 Alberto Way	San Jose	CA	95032-5419	(650) 555-2668	M
Stanley D.	Burger	420 Alberto Way	San Jose	CA	95032-5412	(650) 555-1100	M
Robert	Stiles	420 Alberto Way	Santa Clara	CA	95032-5409	(415) 555-4490	M
D'Andrea	Austin	420 Alberto Way	Campbell	CA	95032-5409	(408) 555-0900	M
Richard	Gravina	420 Alberto Way	San Jose	CA	95032-5408	(408) 555-7070	M
Debbie	Hefni	420 Alberto Way	Gilroy	CA	95032-5408	(408) 555-3111	F
Carl	Dwyer	420 Alberto Way	San Jose	CA	95032-5408	(408) 555-2260	M
Gary	Kawamoto	55 Los Gatos-Saratoga Ave	Santa Clara	CA	95032-5461	(408) 555-2422	M
Tom	Norman	475 Alberto Way	San Jose	CA	95032-5418	(203) 555-4505	M
Jim	Milnes	485 Alberto Way	Santa Clara	CA	95032-5405	(408) 555-9535	M
Williams	Loskutoff	16897 Mitchell Ave	Mountain View	CA	95032	(408) 555-2162	M
Tom	Raven	16889 Mitchell Ave	Los Gatos	CA	95032	(415) 555-3200	M
Wendel	Shoemaker	16881 Mitchell Ave	San Jose	CA	95032	(408) 555-6822	M
Bill	Fata	16255 Los Gatos Blvd	San Jose	CA	95032-4517	(408) 555-1107	M
Kathy	Davis	16245 Los Gatos Blvd	Gilroy	CA	95032-4517	(415) 555-8333	F
John	Kelly	16233 Los Gatos Blvd	San Jose	CA	95032-4517	(408) 555-0120	M
Vigil	Jacobson	16213 Los Gatos Blvd	Los Gatos	CA	95032-4517	(408) 555-1150	M
Rick	Shackleton	16213 Los Gatos Blvd	Los Gatos	CA	95032-4517	(408) 555-0560 Ext. 383	M
Scott	Matisi	16185 Los Gatos Blvd	Santa Clara	CA	95032-4515	(408) 555-0990	M
Jim	Dougherty	16203 Los Gatos Blvd	San Jose	CA	95032-4515	(415) 555-1200	M
George	Stengele	16005 Los Gatos Blvd	Santa Clara	CA	95032-3423	(408) 555-1700	M
Russell	Elder	1098 Fifth Street	Santa Clara	CA	95112-3926	(650) 555-7676	M
Scott	Hong	16165 Los Gatos Blvd	Campbell	CA	95032-4515	(408) 555-1600	M
Justin	Flood	16121 Los Gatos Blvd	San Jose	CA	95032-4515	(650) 555-5151	M
Tom	Dewitt	1010 Second Street	San Jose	CA	95112-5827	(925) 555-5353	M
Mr. Toney	Roelands	640 Blossom Hill Road	Sunnyvale	CA	95032-4514	(408) 555-0700	M
Irene	Hager	16905 Roberts Road	Santa Clara	CA	95032-4509	(408) 555-0607	F
Glen	Reardon	620 Blossom Hill Road	Los Altos	CA	95032-4514	(404) 555-6000	M
Tim	Jamison	16151 Los Gatos Blvd	Santa Clara	CA	95032-4515	555-5656	M
Jim	Hunt	625 Blossom Hill Road	Los Gatos	CA	95032-4513	(408) 555-1239	M
Joe	Edwards	16730 Frank Ave	San Jose	CA	95032-3307	(415) 555-9898	M
Bill	Breton	15827 Los Gatos Blvd	Santa Clara	CA	95032-3314	(310) 555-4386 Ext. 4386	M
Jonathan	Tkoch	15899 Los Gatos Blvd	Morgan Hill	CA	95032-3316	(800) 555-4374 Ext. 527	M
Michael	Ross	16737 Leroy Ave	San Jose	CA	95032-3443	(408) 555-1057	M
Don	Trollman	742 University Ave	San Jose	CA	95030-3313	(408) 555-9911	M
Albert	Goulding	724 University Ave	Morgan Hill	CA	95030-3313	(510) 555-8888	M
Melvin	Sahines	17489 Shelburne Way	Mountain View	CA	95030-3310	(415) 555-8060	M
Joe	Hall	761 University Ave	Santa Clara	CA	95030-3340	(408) 555-4000	M
Lee Annne	Vignau	17436 Farley RD W	Los Gatos	CA	95030-3309	(650) 555-0650	F
Keith	Vincent	17462 Shelburne Way	Gilroy	CA	95030-3311	(408) 555-1000	M
Ralph	Seiber	101 Blossom Hill Road	San Jose	CA	95030-4418	(415) 555-8787	M
Harry	Freedland	17474 Shelburne Way	Sunnyvale	CA	95030-3311	(408) 555-5271	M
William	Erwin	17450 Shelburne Way	San Jose	CA	95030-3311	(415) 555-4400	M
Lou	Collins	17450 Shelburne Way	Los Gatos	CA	95030-3311	(408) 555-5600	M
Dennis	Walsh	17480 Shelburne Way	Morgan Hill	CA	95030-3311	(515) 555-3182	M
Jack	Hom	666 Santa Cruz Ave	Palo Alto	CA	95030-4325	(408) 555-1111	M
Brett	Doyle	641 University Ave	Gilroy	CA	95030-4415	(510) 555-2300	M
T C	Lee	649 University Ave	Los Gatos	CA	95030-4415	(408) 555-8787	M
Larry	Kasuya	638 Santa Cruz Ave	San Jose	CA	95030-4325	(650) 555-2204	M
R.	Itoke	644 Santa Cruz Ave	Gilroy	CA	95030-4342	(408) 555-2352	M
R.	Innis	1065 Sixth Street	Santa Clara	CA	95112-3936	(408) 555-8092	M
Bob	Ashford	663 University Ave	Sunnyvale	CA	95030-4415	(408) 555-8006	M
Terri	Dods	634 Santa Cruz Ave	San Jose	CA	95030-4325	(408) 555-9006	F
William	Woltosz	600 University Ave	Los Gatos	CA	95030-4416	(408) 555-7123	M
Robert	Lea (Said Lee)	646 Santa Cruz Ave	San Jose	CA	95030-4325	(415) 555-4490	M
Betty	Whitney	664 Santa Cruz Ave	San Jose	CA	95030-4337	(408) 555-1310	F
Julia	Ruth	1057 Sixth Street	Gilroy	CA	95112-3936	(408) 555-4395	F
Rudy	Beam	601 University Ave	San Jose	CA	95030-4415	(408) 555-9000	M
William	Qubain	605 University Ave	Santa Clara	CA	95030-4415	(408) 555-2000	M
Pamela	Lagorio	611 University Ave	Sunnyvale	CA	95030-4415	(415) 555-0925	F
Stanley	Eriksen	615 University Ave	Los Gatos	CA	95030-4415	(407) 555-9880	M
Ted	Hamby	617 University Ave	San Jose	CA	95030-4415	(510) 555-9200	M
Carol	Thomas	627 University Ave	Mountain View	CA	95030-4415	(707) 555-6248	F
Jim	Jung	631 University Ave	San Jose	CA	95030-4415	(408) 555-1520	M
Fran	Pepper	1010 Fifth Street	Cupertino	CA	95112-3926	(408) 555-1122	M
Mike	Becker	635 University Ave	San Jose	CA	95030-4415	(408) 555-9566	M
C. Preston	Meyer	649 University Ave	Sunnyvale	CA	95030-4415	(650) 555-2200	M
Dave	Hart	651 University Ave	Morgan Hill	CA	95030-4415	(408) 555-2771	M
Jack Brown /	Shim	657 University Ave	San Jose	CA	95030-4415	(408) 555-0373	M
Dan	Taylor	608 University Ave	Santa Clara	CA	95030-4416	(408) 555-1400	M
Willard	Reimers	630 University Ave	Los Altos	CA	95030-4416	(415) 555-5161	M
Steve	Bynarowicz	666 University Ave	Santa Clara	CA	95030-4416	(408) 555-1080	M
Adele	Fuzere	646 University Ave	Gilroy	CA	95030-4416	(408) 555-8174	F
Bill	Shotter	644 University Ave	Santa Clara	CA	95030-4416	(408) 555-0222	M
Phil	Koo	638 University Ave	Campbell	CA	95030-4416	(408) 555-8151	M
Mr. Winston	Bonschoeler	634 University Ave	San Jose	CA	95030-4416	(408) 555-1700	M
James	Olsen	612 University Ave	Morgan Hill	CA	95030-4416	(847) 555-7911	M
Joel	Condon	610 University Ave	San Jose	CA	95030-4416	(510) 555-9400 ext. 448	M
Kathy	Loskutoff	606 University Ave	San Jose	CA	95030-4416	(408) 555-3342	F
Bob	Boyder	540 Santa Cruz Ave	San Jose	CA	95030-4347	(408) 555-0568	M
Jim	Hendrickinson	430 Santa Cruz Ave	San Jose	CA	95030-5321	(415) 555-0169	M
Jim	Snow	577 University Ave	San Jose	CA	95030-4423	(408) 555-5704	M
Peter	Heedman	536 Santa Cruz Ave	Gilroy	CA	95030-4323	(212) 555-0900	M
Joe	Degroso	506 Santa Cruz Ave	Los Gatos	CA	95030-4323	(408) 555-8022	M
Carol	Sloan	470 Santa Cruz Ave	Morgan Hill	CA	95030-5313	(408) 555-7935	F
Marie	Husher	518 Santa Cruz Ave	Mountain View	CA	95030-4323	(415) 555-8600	F
Mike	Dalle-Molle	518 Santa Cruz Ave	San Jose	CA	95030-4323	(415) 555-2710	M
Sheila	Clark	524 Santa Cruz Ave	Santa Clara	CA	95030-4323	(408) 555-0112	M
Evert	Chaney	575 University Ave	San Jose	CA	95030-4423	(408) 555-2205	M
Ray	Vinkidu	573 University Ave	Santa Clara	CA	95030-4423	(650) 555-4380	M
Ben	Shields	565 University Ave	San Jose	CA	95030-4423	(408) 555-2700	M
Ray	Price	750 University Ave	Santa Clara	CA	95030	(408) 555-0257	M
Lana	Kraskouskas	444 Santa Cruz Ave	San Jose	CA	95030-5313	(408) 555-1881	F
Jim	Sherman	904 Sixth Street	Cupertino	CA	95112-3933	(408) 555-5501	M
Tom	Meersman	192 Saratoga Ave	Santa Clara	CA	95030-5307	(408) 555-3478	M
Norm	Delaney	414 Santa Cruz Ave	Santa Clara	CA	95030-5321	(408) 555-1815	M
Michael	Norman	406 Santa Cruz Ave	San Jose	CA	95030-5321	(408) 555-0900	M
Tom	Finetuck	910 Sixth Street	San Jose	CA	95112-3933	(408) 555-4100	M
Michael	Lee	512 Santa Cruz Ave	San Jose	CA	95030-4323	(408) 555-3852	M
Norman	Serrazza	512 Santa Cruz Ave	San Jose	CA	95030-4323	(415) 555-7888	M
Dave	Gregory	512 Santa Cruz Ave	Los Gatos	CA	95030-4323	(408) 555-5581	M
Betty	Pittle	464 Santa Cruz Ave	Los Gatos	CA	95030-5313	(408) 555Ext. 801	F
Larry	Bowen	420 Santa Cruz Ave	San Jose	CA	95030-5321	(408) 555-3906	M
Dick	Penn	416 Santa Cruz Ave	Santa Clara	CA	95030-5321	(619) 555-4776	M
Frank	Heald	340 University Ave	San Jose	CA	95030-6000	(408) 555-0280	M
Tom	Okada	314 University Ave	San Jose	CA	95030-6015	(415) 555-2272	M
Steve	Brock	322 University Ave	Los Gatos	CA	95030-6015	(408) 555-0520	M
Lucy	Appleman (SP?)	326 University Ave	Gilroy	CA	95030-6015	(408) 555-6880	F
Bob	Mace	248 University Ave	Gilroy	CA	95030-6013	(415) 555-4551	M
Emmett	Mclauhglin	244 University Ave	San Jose	CA	95030-6013	(408) 555-0290	M
Howie	Yoshida	354 Santa Cruz Ave	San Jose	CA	95030-7243	(408) 555-5200	M
Jake	Lion	312 Santa Cruz Ave	Santa Clara	CA	95030-7230	(408) 555-1700	M
Marlou	Becker	206 Santa Cruz Ave	Los Gatos	CA	95030-7207	(408) 555-5930	F
Neil	Agurre	236 Santa Cruz Ave	Fremont	CA	95030-7244	(408) 555-1255	M
William	Hardy	920 Sixth Street	San Jose	CA	95112-3933	(713) 555-6161	M
Harshad	Kandefer	220 Santa Cruz Ave	San Jose	CA	95030-7207	(415) 555-2202	M
Bill	Weist	204 Santa Cruz Ave	Hayward	CA	95030-7207	(415) 555-2662	M
Allison	Sun	165 Saratoga Ave	Sunnyvale	CA	95030-5306	(408) 555-0714	F
Greg	Lloyd	259 University Ave	Los Gatos	CA	95030-6018	(408) 555-3430	M
Richard	Blythe	301 University Ave	Santa Clara	CA	95030-6014	(209) 555-5425	M
Dana	Gundeo	266 Santa Cruz Ave	Morgan Hill	CA	95030-7228	(408) 555-6000	M
Guy	De Chutkowski	266 Santa Cruz Ave	Santa Clara	CA	95030-7228	(415) 555-3377	M
Neil	Posch	266 Santa Cruz Ave	San Jose	CA	95030-7228	(408) 555-6500	M
Ernest	Finigan	930 Sixth Street	Morgan Hill	CA	95112-3933	(415) 555-3100	M
James	Quinnell	266 Santa Cruz Ave	Morgan Hill	CA	95030-7228	(650) 555-9909	M
James	Yeh	229 University Ave	Santa Clara	CA	95030-6018	(408) 555-6131	M
Anthony	Butler	231 University Ave	Sunnyvale	CA	95030-6018	(415) 555-2000	M
Etwin	Anderson	237 University Ave	San Jose	CA	95030-6018	(408) 555-6303	M
Phil	Ting	241 University Ave	Campbell	CA	95030-6018	(415) 555-1523	M
Steve	Pisors	245 University Ave	Los Gatos	CA	95030-6018	(408) 555-5820	M
Patty	Kinsman	255 University Ave	Santa Clara	CA	95030-6018	(408) 555-0700	F
Michael	Decker	303 University Ave	San Jose	CA	95030-6014	(408) 555-3167	M
Mike	Fenton	313 University Ave	San Jose	CA	95030-6014	(415) 555-5002	M
Luigi	Wilke	321 University Ave	Sunnyvale	CA	95030-6014	(650) 555-2211	M
Donald	Holiday	327 University Ave	Los Gatos	CA	95030-6014	(408) 555-5600	M
Carol	Diekman	329 University Ave	Gilroy	CA	95030-6014	(408) 555-2115	F
Steve	Marsh	333 University Ave	Campbell	CA	95030-6014	(408) 555-3419	M
Timothy	Johnson	185 Saratoga Ave	San Jose	CA	95030-5306	(408) 555-8333	M
Liane	Girouard	370 Village Lane	Santa Clara	CA	95030-7218	(408) 555-7700	F
Kent	Moyer	340 Village Lane	Campbell	CA	95030-7218	(408) 555-8080	M
Roy S.	Faeta	340 Village Lane	San Jose	CA	95030-7218	(408) 555-7513	M
David	Bodo	336 Village Lane	Santa Clara	CA	95030-7252	(408) 555-7841	M
Paul	Benjamin	330 Village Lane	Santa Clara	CA	95030-7218	(408) 555-6600	M
Rafael	Batts	950 Sixth Street	Santa Clara	CA	95112-3933	(415) 555-8500	M
Dave	Dodsworth	326 Village Lane	San Jose	CA	95030-7218	(408) 555-5800	M
Gina	Rosendahl	320 Village Lane	Morgan Hill	CA	95030-7218	(408) 555-7766	F
Jane	Nissan	350 Santa Cruz Ave	San Jose	CA	95030-7243	(408) 555-3378	F
Brian	Marsh	346 Santa Cruz Ave	Cupertino	CA	95030-7243	(650) 555-8330	M
Paul	Hansen	340 Santa Cruz Ave	Sunnyvale	CA	95030-7243	(408) 555-1500	M
Jill	Hsi	956 Sixth Street	San Jose	CA	95112-3933	(415) 555-0921	M
John	Law	336 Santa Cruz Ave	Santa Clara	CA	95030-7243	(650) 555-3007	M
Paul	Corl	330 Santa Cruz Ave	Santa Clara	CA	95030-7243	(206) 555-3831 Ext. 3831	M
Ray	Balga	324 Santa Cruz Ave	San Jose	CA	95030-7243	(650) 555-1980	M
Howard	Zern	320 Santa Cruz Ave	Santa Clara	CA	95030-7243	(650) 555-2900	M
Ken	Spurlin	308 Santa Cruz Ave	San Jose	CA	95030-7230	(408) 555-6900	M
Lawrence	Hass	210 Santa Cruz Ave	Milpitas	CA	95030-7207	(415) 555-7834	M
Jeff	Itanum	114 Royce Street	Santa Clara	CA	95030-6040	(408) 555-9092	M
Gayle	Patten	106 Royce Street	San Jose	CA	95030-6030	(415) 555-9000	F
Joe	Thomas	91 Bentley Ave	San Jose	CA	95030-6002	(408) 555-8300	M
Bob	Piccone	266 University Ave	San Jose	CA	95030-6013	(415) 555-9250	M
Ken	Pienkos	262 University Ave	Redwood City	CA	95030-6013	(415) 555-2714	M
Michael	Walker	256 University Ave	Los Altos	CA	95030-6013	(415) 555-7555	M
Tim	Marsh	254 University Ave	Morgan Hill	CA	95030-6013	(415) 555-2173	M
Hal	Toll	236 University Ave	Los Gatos	CA	95030-6013	(408) 555-0880	M
Karen	Janakiraman	230 University Ave	Los Gatos	CA	95030-6013	(650) 555-7100	F
Linda	Gucho(SP)	222 University Ave	San Jose	CA	95030-6013	(408) 555-4707	F
Bill	Bass	216 University Ave	Sunnyvale	CA	95030-6013	(408) 555-4181	M
Barbara	Manning	210 University Ave	Sunnyvale	CA	95030-6013	(408) 555-2800	F
Jack	Riecken	202 University Ave	Saratoga	CA	95030-6013	(408) 555-8479	M
Paul	Macintire	100 Santa Cruz Ave	Cupertino	CA	95030-5919	(415) 555-6560	M
Mark	Reagan	51 University Ave	San Jose	CA	95030-6037	(408) 555-4755	M
Helen	?	55 University Ave	Cupertino	CA	95030-6017	(408) 555-1111	M
Steve	Rozgonyi	118 Santa Cruz Ave	San Jose	CA	95030-5919	(408) 555-6800	M
Eric	Svoboda	122 Santa Cruz Ave	Sunnyvale	CA	95030-5919	(415) 555-7834	M
Dennis	Schneider	960 Sixth Street	Mountain View	CA	95112-3933	(408) 555-9111	M
Scully	Swain	59 University Ave	San Jose	CA	95030-6017	(408) 555-9595	M
Josh	Gin	26 Santa Cruz Ave	Santa Clara	CA	95030-5917	(650) 555-6060	M
Tin	?	119 University Ave	San Jose	CA	95030-6010	(510) 555-1901	M
Nancy	?	123 University Ave	Los Gatos	CA	95030-6010	(408) 555-4510	F
Michael	Hughes	40 Santa Cruz Ave	Morgan Hill	CA	95030-5917	(312) 555-6666	M
Margaret	Siljander	6 Santa Cruz Ave	Fremont	CA	95030-5917	(408) 555-8502	F
John	Gehres	2 Santa Cruz Ave	Milpitas	CA	95030-5917	555-5300	M
Dick Ruth/Eric	Davis	150 Santa Cruz Ave	San Jose	CA	95030-5933	(408) 555-4321	M
Ms. Sherry	Simpson	130 Santa Cruz Ave	San Jose	CA	95030-5949	(415) 555-3800	M
Lauren	Mcpherson	110 Santa Cruz Ave	Mountain View	CA	95030-5919	(415) 555-6200	F
Jean	Kempf	108 Santa Cruz Ave	San Jose	CA	95030-5919	(415) 555-4040	M
Bill	Mcrenolds	58 Santa Cruz Ave	Morgan Hill	CA	95030-5932	(408) 555-4300	M
Linda	Bun	50 Santa Cruz Ave	San Jose	CA	95030-5932	(703) 555-6374	F
Todd	Anderson	52 Santa Cruz Ave	Los Gatos	CA	95030-5932	(408) 555-0204	M
Bob	Irving	34 Santa Cruz Ave	Santa Clara	CA	95030-5917	(408) 555-3382	M
Mr. Stephen	Larsen	24 Santa Cruz Ave	San Jose	CA	95030-5917	(408) 555-2400	M
Burton	Mills	18 Santa Cruz Ave	San Jose	CA	95030-5917	(650) 555-8400	M
Robert	Jieh	16 Santa Cruz Ave	San Jose	CA	95030-5917	(408) 555-5400	M
Jessie	Chang	160 Main Street	Los Gatos	CA	95030-6814	(408) 555-1212	M
Niel	Helling	150 Main Street	Los Gatos	CA	95030-6814	(650) 555-0220	M
Jeanne	Hui	140 Main Street	Gilroy	CA	95030-6814	(415) 555-0900	F
Frank	Hwang	100 Main Street	Los Altos	CA	95030-6814	(408) 555-5000	M
G	Forbes	15 University Ave	Milpitas	CA	95030-6008	(408) 555-1600	M
Richard	Caballero	15 University Ave	San Jose	CA	95030-6008	(650) 555-3100	M
Richard	Speaker	103 University Ave	Santa Clara	CA	95030-6010	(408) 555-0500	M
David	Shieh, Phd.	105 University Ave	Gilroy	CA	95030-6010	(408) 555-7429	M
Robert	Powell	111 University Ave	Morgan Hill	CA	95030-6010	(201) 555-3000	M
Jay	Lee	115 University Ave	Mountain View	CA	95030-6010	(415) 555-0480	M
Jim	Putman	201 University Ave	San Jose	CA	95030-6012	(415) 555-6209	M
Loretta	Lee, Ph.D	205 University Ave	Morgan Hill	CA	95030-6012	(408) 555-5822	F
Jerry	Pridgeon	209 University Ave	Fremont	CA	95030-6012	(650) 555-1111	M
David	Haury	215 University Ave	San Jose	CA	95030-6012	(408) 555-1072	M
Doug	Pao	217 University Ave	Santa Clara	CA	95030-6012	(408) 555-5340	M
Bob	Sotcher	50 Main Street	Santa Clara	CA	95030-6813	(408) 555-8500	M
Johan	Gilman	88 Main Street	Santa Clara	CA	95030-6813	(415) 555-0596	F
Terri	Fruth	966 Sixth Street	Sunnyvale	CA	95112-3933	(408) 555-7525	F
